action,source,destination,reason,kept_instead
COPIED,9a Duplicates/MP4 bad audio/Brian tells a dishwasher joke13tophoke.mp4,Brian tells a dishwasher joke13tophoke.mp4,,
COPIED,9a Duplicates/FLV/Brian tells a savior joke13.flv,Brian tells a savior joke13.flv,,
COPIED,1e Edit/Brian tells an ethnic jokeR.wmv,Brian tells an ethnic jokeR.wmv,,
COPIED,9a Duplicates/FLV/Brian tells tasteless joke 4.flv,Brian tells tasteless joke 4.flv,,
COPIED,9a Duplicates/FLV/Brian tells vagina joke.flv,Brian tells vagina joke.flv,,
COPIED,4 Background Trailers Etc/Brian_doesnt_ever_get_laid_low.mov,Brian_doesnt_ever_get_laid_low.mov,,
COPIED,4 Background Trailers Etc/Brian_doesnt_ever_get_laid_med.mov,Brian_doesnt_ever_get_laid_med.mov,,
COPIED,4 Background Trailers Etc/Brian_doesnt_ever_get_laid_med2.mov,Brian_doesnt_ever_get_laid_med2.mov,,
COPIED,4 Background Trailers Etc/Brian_doesnt_ever_get_laid_med3.mov,Brian_doesnt_ever_get_laid_med3.mov,,
COPIED,9a Duplicates/MP4 bad audio/brianne and ally tell a gay joke13.mp4,brianne and ally tell a gay joke13.mp4,,
COPIED,9a Duplicates/MP4 bad audio/brianneandjaylene_christmasjoke_R.mp4,brianneandjaylene_christmasjoke_R.mp4,,
COPIED,9a Duplicates/FLV/Bridgette tells a cow joke.flv,Bridgette tells a cow joke.flv,,
COPIED,9a Duplicates/FLV/Brit tells politician joke.flv,Brit tells politician joke.flv,,
COPIED,9a Duplicates/FLV/Brit tells polotician joke.flv,Brit tells polotician joke.flv,,
COPIED,9a Duplicates/FLV/britney copy.flv,britney copy.flv,,
COPIED,1j Too Ethnic/Removed from Live/Brittney tells ethnic joke 3.mov,Brittney tells ethnic joke 3.mov,,
COPIED,1g Kids/Brittney tells knock knock joke.mov,Brittney tells knock knock joke.mov,,
COPIED,1b Long Jokes/Bronx tells superhero joke 4.mp4,Bronx tells superhero joke 4.mp4,,
COPIED,1b Long Jokes/Bronx tells superhero joke LONG.wmv,Bronx tells superhero joke LONG.wmv,,
COPIED,9a Duplicates/FLV/Bronx tells two jokes 3.flv,Bronx tells two jokes 3.flv,,
COPIED,9a Duplicates/FLV/Brooke tells a bunch of jokes and she cute 5.flv,Brooke tells a bunch of jokes and she cute 5.flv,,
COPIED,9a Duplicates/FLV/Brooke tells a computer joke.flv,Brooke tells a computer joke.flv,,
COPIED,9a Duplicates/FLV/Brooke tells lesbian joke 3.flv,Brooke tells lesbian joke 3.flv,,
COPIED,1d Too Dirty/bruce tells a dirty black joke.mp4,bruce tells a dirty black joke.mp4,,
COPIED,1d Too Dirty/bruno copy.mp4,bruno copy.mp4,,
COPIED,9a Duplicates/FLV/buisnessman tells quick joke.flv,buisnessman tells quick joke.flv,,
COPIED,9a Duplicates/FLV/bush joke copy.flv,bush joke copy.flv,,
COPIED,1i Fails/bush screw up copy.mp4,bush screw up copy.mp4,,
COPIED,9a Duplicates/MP4 bad audio/butterfly copy.mp4,butterfly copy.mp4,,
COPIED,1g Kids/c.mp4,c.mp4,,
COPIED,9a Duplicates/FLV/Caesar tells a finger joke.flv,Caesar tells a finger joke.flv,,
COPIED,1j Too Ethnic/camel wides copy.mp4,camel wides copy.mp4,,
COPIED,9a Duplicates/Cameron and Chris trade jokesPG.mp4,Cameron and Chris trade jokesPG.mp4,,
COPIED,9a Duplicates/Cameron from NY.mov,Cameron from NY.mov,,
COPIED,9a Duplicates/Cameron tells a blonde jokePG.mp4,Cameron tells a blonde jokePG.mp4,,
COPIED,9a Duplicates/Cameron tells a cop jokePG.mp4,Cameron tells a cop jokePG.mp4,,
COPIED,9a Duplicates/Cameron tells a farm jokeR.mp4,Cameron tells a farm jokeR.mp4,,
COPIED,9a Duplicates/Cameron tells a few jokesR.mp4,Cameron tells a few jokesR.mp4,,
COPIED,9a Duplicates/Cameron tells a hillbilly jokeR.mp4,Cameron tells a hillbilly jokeR.mp4,,
COPIED,9a Duplicates/Cameron tells a hillbilly jokeR_topjoke.mp4,Cameron tells a hillbilly jokeR_topjoke.mp4,,
COPIED,9a Duplicates/Cameron tells a hillbilly truck jokePG.mp4,Cameron tells a hillbilly truck jokePG.mp4,,
COPIED,9a Duplicates/Cameron tells a holy jokePG.mp4,Cameron tells a holy jokePG.mp4,,
COPIED,9a Duplicates/Cameron tells a poison jokePG.mp4,Cameron tells a poison jokePG.mp4,,
COPIED,9a Duplicates/Cameron tells a redneck jokeR.mp4,Cameron tells a redneck jokeR.mp4,,
COPIED,9a Duplicates/Cameron tells the sheep jokeR.mp4,Cameron tells the sheep jokeR.mp4,,
COPIED,9a Duplicates/Cameron tells yo momma jokesPG.mp4,Cameron tells yo momma jokesPG.mp4,,
COPIED,9a Duplicates/Candy man tells yo mamma jokes.mp4,Candy man tells yo mamma jokes.mp4,,
COPIED,9a Duplicates/MP4 bad audio/cannibals.mp4,cannibals.mp4,,
COPIED,1c Not Funny Enough/car copy.mp4,car copy.mp4,,
COPIED,9a Duplicates/FLV/car lady tells a clown joke.flv,car lady tells a clown joke.flv,,
COPIED,9a Duplicates/FLV/Cara tells ugly person joke 4.flv,Cara tells ugly person joke 4.flv,,
COPIED,9a Duplicates/FLV/carlos.flv,carlos.flv,,
COPIED,1d Too Dirty/Carlos tells a lesbian jokeR.mp4,Carlos tells a lesbian jokeR.mp4,,
COPIED,1j Too Ethnic/Removed from Live/Carlos tells ethnic joke.mov,Carlos tells ethnic joke.mov,,
COPIED,9a Duplicates/FLV/carly copy.flv,carly copy.flv,,
COPIED,1g Kids/Carly tells a robbery jokePG.wmv,Carly tells a robbery jokePG.wmv,,
COPIED,9a Duplicates/MP4 bad audio/Carol tells a blonde jokePG.mp4,Carol tells a blonde jokePG.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Carol tells another blonde jokePG.mp4,Carol tells another blonde jokePG.mp4,,
COPIED,9a Duplicates/FLV/Carol tells dead monkey joke.flv,Carol tells dead monkey joke.flv,,
COPIED,1j Too Ethnic/Removed from Live/Caroline Clark tells Ethnic Joke.mov,Caroline Clark tells Ethnic Joke.mov,,
COPIED,9a Duplicates/FLV/Carolyn tells ethnic joke 3.flv,Carolyn tells ethnic joke 3.flv,,
COPIED,1g Kids/casey copy.mov,casey copy.mov,,
COPIED,9a Duplicates/FLV/Cash tells a bee joke.flv,Cash tells a bee joke.flv,,
COPIED,1j Too Ethnic/cash tells black joke copy 1.mov,cash tells black joke copy 1.mov,,
COPIED,9a Duplicates/MP4 bad audio/Cash tells blonde joke.mp4,Cash tells blonde joke.mp4,,
COPIED,9a Duplicates/FLV/Cassy tells elephant joke.flv,Cassy tells elephant joke.flv,,
COPIED,1c Not Funny Enough/catholic recess copy.mp4,catholic recess copy.mp4,,
COPIED,9a Duplicates/FLV/Cathy tells a candle joke 3.flv,Cathy tells a candle joke 3.flv,,
COPIED,9a Duplicates/FLV/Chad tells old waiter joke.flv,Chad tells old waiter joke.flv,,
COPIED,1j Too Ethnic/Chaneece tells jewish joke.wmv,Chaneece tells jewish joke.wmv,,
COPIED,9a Duplicates/charice hot or cold joke copy.mp4,charice hot or cold joke copy.mp4,,
COPIED,1g Kids/charlene copy.mp4,charlene copy.mp4,,
COPIED,9a Duplicates/Charles tells blonde joke.wmv,Charles tells blonde joke.wmv,,
COPIED,9a Duplicates/FLV/charlie charlucci copy.flv,charlie charlucci copy.flv,,
COPIED,9a Duplicates/FLV/Charming tells cow joke 3.flv,Charming tells cow joke 3.flv,,
COPIED,1b Long Jokes/Charming tells cow joke LONG.mp4,Charming tells cow joke LONG.mp4,,
COPIED,9a Duplicates/FLV/Chase tells two dead baby jokes 4.flv,Chase tells two dead baby jokes 4.flv,,
COPIED,9a Duplicates/FLV/chelsea debias copy.flv,chelsea debias copy.flv,,
COPIED,9a Duplicates/FLV/Chelsea tells a sandpaper jokePG.flv,Chelsea tells a sandpaper jokePG.flv,,
COPIED,9a Duplicates/cherry joke copy.mp4,cherry joke copy.mp4,,
COPIED,9a Duplicates/FLV/Cheryl humps lefty.flv,Cheryl humps lefty.flv,,
COPIED,9a Duplicates/FLV/Chicago tells a prostitute joke.flv,Chicago tells a prostitute joke.flv,,
COPIED,9a Duplicates/MP4 bad audio/chicken and egg copy.mp4,chicken and egg copy.mp4,,
COPIED,9a Duplicates/FLV/chicken dick copy.flv,chicken dick copy.flv,,
COPIED,1j Too Ethnic/Removed from Live/Chiean tells ethnic joke 2.mov,Chiean tells ethnic joke 2.mov,,
COPIED,9a Duplicates/FLV/chinese babies copy.flv,chinese babies copy.flv,,
COPIED,9a Duplicates/FLV/chinese baby copy.flv,chinese baby copy.flv,,
COPIED,9a Duplicates/MP4 bad audio/Chloe tells a Britney Spears jokePG.mp4,Chloe tells a Britney Spears jokePG.mp4,,
COPIED,9a Duplicates/FLV/chris - pirate copy.flv,chris - pirate copy.flv,,
COPIED,9a Duplicates/FLV/chris 2 copy.flv,chris 2 copy.flv,,
COPIED,1j Too Ethnic/chris 3 copy.mov,chris 3 copy.mov,,
COPIED,1j Too Ethnic/chris 4 copy.mov,chris 4 copy.mov,,
COPIED,1g Kids/chris copy.mp4,chris copy.mp4,,
COPIED,1g Kids/chris fazio copy.mp4,chris fazio copy.mp4,,
COPIED,9a Duplicates/FLV/chris from jersey 2 copy-1.flv,chris from jersey 2 copy-1.flv,,
COPIED,9a Duplicates/FLV/chris from jersey copy-1.flv,chris from jersey copy-1.flv,,
COPIED,1j Too Ethnic/Chris hates whitey.mp4,Chris hates whitey.mp4,,
COPIED,9a Duplicates/FLV/chris hitler joke copy-1.flv,chris hitler joke copy-1.flv,,
COPIED,9a Duplicates/MP4 bad audio/Chris N tells a golf joke PG.mp4,Chris N tells a golf joke PG.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Chris N tells a quick joke R.mp4,Chris N tells a quick joke R.mp4,,
COPIED,9a Duplicates/FLV/chris p copy.flv,chris p copy.flv,,
COPIED,9a Duplicates/MP4 bad audio/Chris tells 2 baby jokesR.mp4,Chris tells 2 baby jokesR.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Chris tells a blonde jokeR.mp4,Chris tells a blonde jokeR.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Chris tells a bodybuilder jokePG.mp4,Chris tells a bodybuilder jokePG.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Chris tells a crazy kangaroo jokeR.mp4,Chris tells a crazy kangaroo jokeR.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Chris tells a deadhead jokeR.mp4,Chris tells a deadhead jokeR.mp4,,
COPIED,9a Duplicates/MP4 bad audio/chris tells a Helen Keller joke.mp4,chris tells a Helen Keller joke.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Chris tells a marriage jokePG.mp4,Chris tells a marriage jokePG.mp4,,
COPIED,1j Too Ethnic/Chris tells a racist joke 4.mov,Chris tells a racist joke 4.mov,,
COPIED,9a Duplicates/FLV/Chris tells cow joke 3.flv,Chris tells cow joke 3.flv,,
COPIED,9a Duplicates/FLV/Chris tells crab joke 4.flv,Chris tells crab joke 4.flv,,
COPIED,9a Duplicates/FLV/Chris tells gyno joke.flv,Chris tells gyno joke.flv,,
COPIED,9a Duplicates/FLV/chris tells knock nkock joke 4.flv,chris tells knock nkock joke 4.flv,,
COPIED,1c Not Funny Enough/Chris walks away.mov,Chris walks away.mov,,
COPIED,9a Duplicates/Chrishateswhitey.mp4,Chrishateswhitey.mp4,,
COPIED,9a Duplicates/chrishookerjoke.mp4,chrishookerjoke.mp4,,
COPIED,1j Too Ethnic/Christian tells a ethnic jokeR.mp4,Christian tells a ethnic jokeR.mp4,,
COPIED,9a Duplicates/Christian tells a ethnic jokeX.mp4,Christian tells a ethnic jokeX.mp4,,
COPIED,9a Duplicates/Christian tells a shipwreck jokeR.mp4,Christian tells a shipwreck jokeR.mp4,,
COPIED,9a Duplicates/Christian tells an ethiopian joke13.mp4,Christian tells an ethiopian joke13.mp4,,
COPIED,9a Duplicates/Christian tells an ethnic jokeR.mp4,Christian tells an ethnic jokeR.mp4,,
COPIED,9a Duplicates/Christian tells knock knock joke.mp4,Christian tells knock knock joke.mp4,,
COPIED,1e Edit/christina.mov,christina.mov,,
COPIED,9a Duplicates/christina _ chelsea copy.mp4,christina _ chelsea copy.mp4,,
COPIED,9a Duplicates/Christina and Gab tell a medicine joke13.mp4,Christina and Gab tell a medicine joke13.mp4,,
COPIED,9a Duplicates/Christina and Priscilla tell a Michael Jackson jokeR.mp4,Christina and Priscilla tell a Michael Jackson jokeR.mp4,,
COPIED,9a Duplicates/Christina tells a blonde joke R.mp4,Christina tells a blonde joke R.mp4,,
COPIED,9a Duplicates/Christina tells a snowman jokePG.mp4,Christina tells a snowman jokePG.mp4,,
COPIED,9a Duplicates/Christina tells an ethnic jokeR.mp4,Christina tells an ethnic jokeR.mp4,,
COPIED,9a Duplicates/Christina tells blonde joke.mp4,Christina tells blonde joke.mp4,,
COPIED,9a Duplicates/Christina tells cheese joke.mp4,Christina tells cheese joke.mp4,,
COPIED,9a Duplicates/ChristinatellsasexjokeR.mp4,ChristinatellsasexjokeR.mp4,,
COPIED,1g Kids/christopher copy.mp4,christopher copy.mp4,,
COPIED,9a Duplicates/Christopher tells recess joke.mp4,Christopher tells recess joke.mp4,,
COPIED,9a Duplicates/Chrstina tells knock knock joke 3.mp4,Chrstina tells knock knock joke 3.mp4,,
COPIED,9a Duplicates/Chuck tells a holiday joke13.mp4,Chuck tells a holiday joke13.mp4,,
COPIED,9a Duplicates/Chuck tells an artificial jokePG.mp4,Chuck tells an artificial jokePG.mp4,,
COPIED,9a Duplicates/ci copy.mp4,ci copy.mp4,,
COPIED,9a Duplicates/cinderella joke copy.mp4,cinderella joke copy.mp4,,
COPIED,9a Duplicates/cindy copy.mp4,cindy copy.mp4,,
COPIED,9a Duplicates/Cindy tells a houston joke.mp4,Cindy tells a houston joke.mp4,,
COPIED,1e Edit/City guy tells a redneck jokeR.mp4,City guy tells a redneck jokeR.mp4,,
COPIED,9a Duplicates/Claire keeps telling jokes we already heard.mp4,Claire keeps telling jokes we already heard.mp4,,
COPIED,9a Duplicates/Claire tells a cookie jokePG.mp4,Claire tells a cookie jokePG.mp4,,
COPIED,9a Duplicates/Cliff tells a climbing jokePG.mp4,Cliff tells a climbing jokePG.mp4,,
COPIED,9a Duplicates/Cluadio tells hot dog joke 3.mp4,Cluadio tells hot dog joke 3.mp4,,
COPIED,9a Duplicates/cockeyed copy.mp4,cockeyed copy.mp4,,
COPIED,9a Duplicates/Cola tells teacher joke 1.mp4,Cola tells teacher joke 1.mp4,,
COPIED,1i Fails/Cole tells a bootleg joke13.mp4,Cole tells a bootleg joke13.mp4,,
COPIED,9a Duplicates/FLV/colin copy.flv,colin copy.flv,,
COPIED,9a Duplicates/Collin tells a sex jokeR.mp4,Collin tells a sex jokeR.mp4,,
COPIED,9a Duplicates/Cone tells an alphabet jokePG.mp4,Cone tells an alphabet jokePG.mp4,,
COPIED,9a Duplicates/FLV/Conner Cook tells elephant joke.flv,Conner Cook tells elephant joke.flv,,
COPIED,1g Kids/connor devin copy.mp4,connor devin copy.mp4,,
COPIED,1j Too Ethnic/connor tells a black joke.mp4,connor tells a black joke.mp4,,
COPIED,9a Duplicates/MP4 bad audio/connor tells a jewish joke.mp4,connor tells a jewish joke.mp4,,
COPIED,9a Duplicates/MP4 bad audio/connor tells a mexican joke.mp4,connor tells a mexican joke.mp4,,
COPIED,4 Background Trailers Etc/Copy of TonyBackGround.wmv,Copy of TonyBackGround.wmv,,
COPIED,9a Duplicates/corinne_sexjokeR.mp4,corinne_sexjokeR.mp4,,
COPIED,9a Duplicates/corny belt joke copy-1.mp4,corny belt joke copy-1.mp4,,
COPIED,9a Duplicates/Corryn tells a sex jokeR.mp4,Corryn tells a sex jokeR.mp4,,
COPIED,9a Duplicates/Cory tells a gay joke.mp4,Cory tells a gay joke.mp4,,
COPIED,1b Long Jokes/Cory the cool cat tells a mountain joke .mp4,Cory the cool cat tells a mountain joke .mp4,,
COPIED,9a Duplicates/Courtney and Kristen tell great 28 year old joke.mp4,Courtney and Kristen tell great 28 year old joke.mp4,,
COPIED,9a Duplicates/cr copy.mp4,cr copy.mp4,,
COPIED,9a Duplicates/craig copy.mp4,craig copy.mp4,,
COPIED,1j Too Ethnic/Craig tells an ethnic jokeR.mp4,Craig tells an ethnic jokeR.mp4,,
COPIED,9a Duplicates/Craig tells condom joke.mp4,Craig tells condom joke.mp4,,
COPIED,9a Duplicates/crash _ burn eggs copy.mp4,crash _ burn eggs copy.mp4,,
COPIED,1g Kids/crunchy copy.mov,crunchy copy.mov,,
COPIED,9a Duplicates/crystal 2 copy.mp4,crystal 2 copy.mp4,,
COPIED,9a Duplicates/crystal and matt copy.mp4,crystal and matt copy.mp4,,
COPIED,9a Duplicates/crystal copy.mp4,crystal copy.mp4,,
COPIED,9a Duplicates/Crystal tells a blonde jokePG.mp4,Crystal tells a blonde jokePG.mp4,,
COPIED,9a Duplicates/Crystal tells an ethnic jokeR.mp4,Crystal tells an ethnic jokeR.mp4,,
COPIED,9a Duplicates/Crystal tells blonde joke 3.mp4,Crystal tells blonde joke 3.mp4,,
COPIED,1j Too Ethnic/Cuck tells chicken joke 2.mp4,Cuck tells chicken joke 2.mp4,,
COPIED,9a Duplicates/cupcakes copy.mp4,cupcakes copy.mp4,,
COPIED,1j Too Ethnic/Cute Blond tells a ethnic jokeR.mp4,Cute Blond tells a ethnic jokeR.mp4,,
COPIED,9a Duplicates/Cute Brunette tells a snowman jokeR.mp4,Cute Brunette tells a snowman jokeR.mp4,,
COPIED,9a Duplicates/Cute chick tells goat joke 4.mp4,Cute chick tells goat joke 4.mp4,,
COPIED,1i Fails/cute girl nok nok copy.mp4,cute girl nok nok copy.mp4,,
COPIED,9a Duplicates/d.mp4,d.mp4,,
COPIED,9a Duplicates/d copy.mp4,d copy.mp4,,
COPIED,1g Kids/d j copy.mov,d j copy.mov,,
COPIED,9a Duplicates/daddy dickworth copy.mp4,daddy dickworth copy.mp4,,
COPIED,9a Duplicates/Daffy tells knock knock joke 2.mp4,Daffy tells knock knock joke 2.mp4,,
COPIED,9a Duplicates/dam fish copy.mp4,dam fish copy.mp4,,
COPIED,9a Duplicates/Damien tells ethnic joke 5.mp4,Damien tells ethnic joke 5.mp4,,
COPIED,9a Duplicates/damn fish copy.mp4,damn fish copy.mp4,,
COPIED,9a Duplicates/damn ham copy.mp4,damn ham copy.mp4,,
COPIED,1d Too Dirty/Dan C tells Michael Jackson jokeR.mp4,Dan C tells Michael Jackson jokeR.mp4,,
COPIED,9a Duplicates/dan copy.mp4,dan copy.mp4,,
COPIED,9a Duplicates/Dan from the gap tells a sore butt jokeR.mp4,Dan from the gap tells a sore butt jokeR.mp4,,
COPIED,9a Duplicates/Dan tells a banana jokeR.mp4,Dan tells a banana jokeR.mp4,,
COPIED,9a Duplicates/Dan tells a chicken jokePG.mp4,Dan tells a chicken jokePG.mp4,,
COPIED,9a Duplicates/Dan tells a lame jokePG.mp4,Dan tells a lame jokePG.mp4,,
COPIED,9a Duplicates/Dan tells a Michael Jackson jokeR.mp4,Dan tells a Michael Jackson jokeR.mp4,,
COPIED,1i Fails/Dan tells a Rosa Parks joke13.mp4,Dan tells a Rosa Parks joke13.mp4,,
COPIED,9a Duplicates/Dan tells an ethnic jokeR.mp4,Dan tells an ethnic jokeR.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Dan tells astronaut joke 1.mp4,Dan tells astronaut joke 1.mp4,,
COPIED,9a Duplicates/Dan tells ethnic and religious jokesR.mp4,Dan tells ethnic and religious jokesR.mp4,,
COPIED,9a Duplicates/Dan tells salesman joke.mp4,Dan tells salesman joke.mp4,,
COPIED,9a Duplicates/Dan tells salesman joke LONG.mp4,Dan tells salesman joke LONG.mp4,,
COPIED,9a Duplicates/Dan tells stupid joke 1.mp4,Dan tells stupid joke 1.mp4,,
COPIED,1j Too Ethnic/dan tells two ethnic jokes13.mp4,dan tells two ethnic jokes13.mp4,,
COPIED,9a Duplicates/Dana and friends tell blonde joke.mp4,Dana and friends tell blonde joke.mp4,,
COPIED,9a Duplicates/dana bar joke copy.mp4,dana bar joke copy.mp4,,
COPIED,9a Duplicates/Dana tells a Mario joke.mp4,Dana tells a Mario joke.mp4,,
COPIED,9a Duplicates/Dana tells blonde joke.mp4,Dana tells blonde joke.mp4,,
COPIED,9a Duplicates/daniel copy.mp4,daniel copy.mp4,,
COPIED,9a Duplicates/Daniel tells a tampon jokeR.mp4,Daniel tells a tampon jokeR.mp4,,
COPIED,1j Too Ethnic/Daniel tells an ethnic jokeR.mp4,Daniel tells an ethnic jokeR.mp4,,
COPIED,9a Duplicates/danielle copy.mp4,danielle copy.mp4,,
COPIED,9a Duplicates/danny and ashley copy.mp4,danny and ashley copy.mp4,,
COPIED,9a Duplicates/danryanknockknock.mp4,danryanknockknock.mp4,,
COPIED,9a Duplicates/dara lee copy.mp4,dara lee copy.mp4,,
COPIED,9a Duplicates/darren copy.mp4,darren copy.mp4,,
COPIED,9a Duplicates/Daryl D tells a Tarzan Joke 4.mp4,Daryl D tells a Tarzan Joke 4.mp4,,
COPIED,1j Too Ethnic/Dave A Tells an Ethnic Joke.mp4,Dave A Tells an Ethnic Joke.mp4,,
COPIED,9a Duplicates/Dave M tells a cowboy jokeR.mp4,Dave M tells a cowboy jokeR.mp4,,
COPIED,9a Duplicates/Dave tells a bj jokeR.mp4,Dave tells a bj jokeR.mp4,,
COPIED,9a Duplicates/Dave tells a hampster jokePG.mp4,Dave tells a hampster jokePG.mp4,,
COPIED,9a Duplicates/Dave tells a wife jokePG.mp4,Dave tells a wife jokePG.mp4,,
COPIED,1j Too Ethnic/Removed from Live/Dave tells an ethnic jokeR.mp4,Dave tells an ethnic jokeR.mp4,,
COPIED,9a Duplicates/Dave tells blonde joke.mp4,Dave tells blonde joke.mp4,,
COPIED,9a Duplicates/Davey tells black bertha joke.mp4,Davey tells black bertha joke.mp4,,
COPIED,9a Duplicates/david b copy.mp4,david b copy.mp4,,
COPIED,9a Duplicates/David tell ryming joke.mp4,David tell ryming joke.mp4,,
COPIED,9a Duplicates/David tells a bunch of lightbulb jokes.mp4,David tells a bunch of lightbulb jokes.mp4,,
COPIED,1b Long Jokes/David tells a sex joke 4.mp4,David tells a sex joke 4.mp4,,
COPIED,9a Duplicates/David tells chicken joke.mp4,David tells chicken joke.mp4,,
COPIED,9a Duplicates/MP4 bad audio/Dawson tells a wooden jokeR.mp4,Dawson tells a wooden jokeR.mp4,,
COPIED,9a Duplicates/dc copy.mp4,dc copy.mp4,,
COPIED,1c Not Funny Enough/DC tells a beer joke.mp4,DC tells a beer joke.mp4,,
COPIED,9a Duplicates/dcanotherethnicjoke.mp4,dcanotherethnicjoke.mp4,,
COPIED,9a Duplicates/dcethnicjoke2.mp4,dcethnicjoke2.mp4,,
COPIED,9a Duplicates/dcnickethnicbeer.mp4,dcnickethnicbeer.mp4,,
COPIED,9a Duplicates/dctellsamarriagejoke.mp4,dctellsamarriagejoke.mp4,,
COPIED,1e Edit/dctellsethnicjokes.mp4,dctellsethnicjokes.mp4,,
COPIED,9a Duplicates/dctellsjewishjokes.mp4,dctellsjewishjokes.mp4,,
COPIED,9a Duplicates/dctellspolishjokes.mp4,dctellspolishjokes.mp4,,
COPIED,9a Duplicates/dead baby chicken copy.mp4,dead baby chicken copy.mp4,,
COPIED,9a Duplicates/dead baby clown copy.mp4,dead baby clown copy.mp4,,
COPIED,9a Duplicates/dead baby house copy.mp4,dead baby house copy.mp4,,
COPIED,9a Duplicates/dead baby paint copy.mp4,dead baby paint copy.mp4,,
COPIED,9a Duplicates/dead baby skullfuck copy.mp4,dead baby skullfuck copy.mp4,,
COPIED,9a Duplicates/dead baby trampoline copy.mp4,dead baby trampoline copy.mp4,,
COPIED,9a Duplicates/dead baby watermelon copy-1.mp4,dead baby watermelon copy-1.mp4,,
COPIED,9a Duplicates/dead cat copy.mp4,dead cat copy.mp4,,
COPIED,9a Duplicates/deaf dick copy.mp4,deaf dick copy.mp4,,
COPIED,9a Duplicates/Dean tells 2 jokesR.mp4,Dean tells 2 jokesR.mp4,,
COPIED,9a Duplicates/Dean tells an old man jokeR.mp4,Dean tells an old man jokeR.mp4,,
COPIED,1j Too Ethnic/Deb tells an ethnic jokeX.wmv,Deb tells an ethnic jokeX.wmv,,
COPIED,9a Duplicates/debbie _ ariel copy-1.mp4,debbie _ ariel copy-1.mp4,,
